group_type,name,description,contact_emails,advisor,funding_category,tags,website_url,instagram_url,facebook_url,linkedin_url,youtube_url,twitter_url,tiktok_url,other_social_urls,source_url,directory_source_url
Undergraduate student group,"Radio Club, Brown University (BRC)","The Brown University Radio Club (BRC) is a student organization dedicated to exploring amateur radio and radio technology. The club provides a community for students interested in learning about radio communication, emergency preparedness, and technical experimentation. Through hands-on activities such as licensing preparation, outdoor radio activations, and collaborative projects with other campus groups, BRC fosters innovation and engagement with the global amateur radio community.",barc@brown.edu,Malcom Moniz,Category 1,UCS Recognized Undergrad Student Groups,,https://instagram.com/brown.radioclub,,,,,,,https://studentactivities.brown.edu/organizations/radio-club-brown-university-brc,https://studentactivities.brown.edu/student-groups/undergraduate-student-groups
Undergraduate student group,Reproductive Justice at Brown,"Reproductive Justice @ Brown is a student-led organization open to all students, dedicated to advancing equitable access to reproductive care through education, advocacy, and arts-based outreach. Grounded in doula training and community partnership, RJ@Brown empowers students to engage with reproductive justice both on campus and in the broader Providence area.",reproductivejustice@brown.edu,Cassie Sutten Coats,Category 2,UCS Recognized Undergrad Student Groups,,https://instagram.com/rjatbrown,,,,,,,https://studentactivities.brown.edu/organizations/reproductive-justice-brown,https://studentactivities.brown.edu/student-groups/undergraduate-student-groups
Undergraduate student group,Republican Club of Brown University,"The Republican Club of Brown University provides a space for students to explore conservative policy and politics. The group fosters open dialogue, promotes intellectual diversity, and hosts events that encourage engagement with alternative viewpoints on campus.",republicans@brown.edu,Cassie Sutten Coats,Category 2,UCS Recognized Undergrad Student Groups,,,,,,,,,https://studentactivities.brown.edu/organizations/republican-club-brown-university,https://studentactivities.brown.edu/student-groups/undergraduate-student-groups
Undergraduate student group,"Research Club, Brown","The Brown Research Club (BRC) introduces and connects undergraduates to research opportunities through presentations, events, an internship database, and more. We continuously develop new projects to help undergraduates navigate their research path, fostering a robust platform for learning and discovery. Membership is open to all undergraduates as we build a community of engaged scholars.",researchclub@brown.edu,Marisa Fortney,Category 2,UCS Recognized Undergrad Student Groups,,https://instagram.com/brownresearchclub,,,,,,,https://studentactivities.brown.edu/organizations/research-club-brown,https://studentactivities.brown.edu/student-groups/undergraduate-student-groups
Undergraduate student group,Resource Generation at Brown,"Resource Generation @ Brown shares the purpose of educating and organizing Brown students across class backgrounds to ensure the equitable (re-)distribution of land, money, and power within their current and future communities. Through political education workshops like Praxis, RG pushes students to critically consider their relationship with class, wealth, and privilege, with a special focus on making material steps towards a more equitable society.",resourcegeneration@brown.edu,Cassie Sutten Coats,Category 2,UCS Recognized Undergrad Student Groups,,https://instagram.com/brownuresourcegeneration,,,,,,,https://studentactivities.brown.edu/organizations/resource-generation-brown,https://studentactivities.brown.edu/student-groups/undergraduate-student-groups
Undergraduate student group,Resumed Undergraduate Student Association,The Resumed Undergraduate Student Association (RUSA) builds community for nontraditional students by hosting many events throughout the school year and aims to advocate for its members by working with campus resources. RUSA also maintains a studying space in the Campus Center.,rusa@brown.edu,Marisa Fortney,Category 2,UCS Recognized Undergrad Student Groups,,https://instagram.com/rusaatbrown,,,,,,,https://studentactivities.brown.edu/organizations/resumed-undergraduate-student-association,https://studentactivities.brown.edu/student-groups/undergraduate-student-groups
Undergraduate student group,"Rib, The",The Rib of Brown is a humor publication that features student-written articles on its online blog and hosts stand-up comedy shows each semester. The Rib is dedicated to breaking down gendered barriers in comedy.,therib@brown.edu,,Category 2,UCS Recognized Undergrad Student Groups,,https://instagram.com/theribofbrown,,,,,,,https://studentactivities.brown.edu/organizations/rib,https://studentactivities.brown.edu/student-groups/undergraduate-student-groups
Undergraduate student group,"Robotics, Brown","Brown Robotics aims to create an inclusive environment where undergraduate students of all backgrounds can explore robotics. Our goals are to promote interdisciplinary projects, foster creativity, and develop technical skills. We tailor our projects and compete in competitions which match the interests of our members, ensuring an engaging and dynamic experience for all.",brownrobotics@brown.edu,Marisa Fortney,Category 1,UCS Recognized Undergrad Student Groups,,https://instagram.com/brownu_robotics,,,,,,,https://studentactivities.brown.edu/organizations/robotics-brown,https://studentactivities.brown.edu/student-groups/undergraduate-student-groups
Undergraduate student group,"Rocketry, Brown","Brown Rocketry is an organization that develops the knowledge of rocketry as both a hobby and a career in the Brown community. Brown Rocketry regularly undergoes the construction of rockets whether they are made from kits, so beginners can gain an understanding of various rocket components or if the rockets are designed from scratch for an additional challenge for experienced rocket enthusiasts. Brown Rocketry mainly constructs rockets that fall under the High Power Rocket Level 1 category.",brown_rocketry@brown.edu,Marisa Fortney,Category 2,UCS Recognized Undergrad Student Groups,,https://instagram.com/brownrocketry,,,,,,,https://studentactivities.brown.edu/organizations/rocketry-brown,https://studentactivities.brown.edu/student-groups/undergraduate-student-groups
Undergraduate student group,"Round Magazine, The","The Round is a journal of literary and visual arts based at Brown University in Providence, RI.Published biannually, The Round accepts submissions in all mediums and from all sources, inside and outside the Brown community.Our name is adopted from the musical “round,” a composition in whichmultiple voices form an overlapping conversation. It is our mission to extend and enrich the dialogue surrounding literary and visual arts at Brown by creating a community of artists across the country and around the globe. We are excited to work on a magazine which brings together contributors with a wide variety of backgrounds, ages, and places they call home.",theroundmagazine@brown.edu,,Category 2,UCS Recognized Undergrad Student Groups,,https://instagram.com/theroundmagazine,,,,,,,https://studentactivities.brown.edu/organizations/round-magazine,https://studentactivities.brown.edu/student-groups/undergraduate-student-groups
Undergraduate student group,Rural Students at Brown,"Rural Students @ Brown seeks to build a community of students with a shared rural experience or interest in rural issues. The purpose of the club is to raise awareness of challenges rural students face in college admissions and college life. The club aims to support and advocate for rural students by hosting community events including a bonfire, ice skating, RIPTA trips, as well as by cultivating conversations through our Rurality in the Ivy Conference. RS@B also collaborates with the Office of Admissions on fly-in programs for rural high school students and guidance counselors, and with the Office of New Student Programs on events that introduce students to public transportation around campus.",ruralstudents@brown.edu,Antwan Bluster,Category 2,UCS Recognized Undergrad Student Groups,,https://instagram.com/brown_ruralstudents,,,,,,,https://studentactivities.brown.edu/organizations/rural-students-brown,https://studentactivities.brown.edu/student-groups/undergraduate-student-groups
Undergraduate student group,Russian Speakers@Brown,"Russian Speakers@Brown seeks to create a welcoming multicultural environment for Russian-speaking students and staff at Brown and those inspired by Russian culture. This includes celebrations, conversations, and food events for all regardless of language proficiency. While we wish to nurture a community in isolation from the Russian political environment, we are committed to approaching Russian culture critically so as not to detach it from the inseparable broader themes such as imperialism.",russianspeakers@brown.edu,Antwan Bluster,Category 1,UCS Recognized Undergrad Student Groups,,https://instagram.com/russianspeakersatbrown,,,,,,,https://studentactivities.brown.edu/organizations/russian-speakersbrown,https://studentactivities.brown.edu/student-groups/undergraduate-student-groups
Undergraduate student group,"Salsa Club, Brown","The Brown Salsa Club offers salsa and bachata dance instruction and fosters a vibrant Latin dance community through weekly lessons and socials. Open to all Brown students regardless of background or experience—as well as RISD students and some community members, the club welcomes anyone interested in learning, connecting, and having safe fun through dance.",salsa@brown.edu,Jen Lucero,Category 2,UCS Recognized Undergrad Student Groups,,https://instagram.com/brownsalsaclub,,,,,,,https://studentactivities.brown.edu/organizations/salsa-club-brown,https://studentactivities.brown.edu/student-groups/undergraduate-student-groups
Undergraduate student group,Salt & Light Christian Fellowship,"As a Christian ministry, Salt and Light ultimately seeks to provide a home for students looking to learn about, pursue, or grow their Christian faith in a campus context and through the lens of the Reformed theological tradition. We are officially affiliated with Reformed University Fellowship and have an ordained minister on staff.",saltandlight@brown.edu,Antwan Bluster,Category 2,UCS Recognized Undergrad Student Groups,,https://instagram.com/saltandlightbrownrisd,,,,,,,https://studentactivities.brown.edu/organizations/salt-light-christian-fellowship,https://studentactivities.brown.edu/student-groups/undergraduate-student-groups
Graduate student group,Samuel M. Nabrit Black Graduate Student Association,"This is the Black Graduate Student Association at Brown. We foster a community for students who identify as descending from the African Diaspora (as well as allies). We host a variety of advocacy, education, and social events.",nabritbgsa@brown.edu,,,Graduate Student Council recognized group,https://www.facebook.com/NabritBGSA/,,,,,,,,https://www.facebook.com/NabritBGSA/,https://sites.brown.edu/gsc/student-groups/
Undergraduate student group,Satsanga,"Satsanga is Brown's Hindu Students' Association, a warm community of students who host monthly Hindu pujas (prayers) and regular discussion groups on Hindu texts to showcase Hindu culture to the larger Brown community. Everyone is welcome to take part in a culturally-enriching experience to learn more about Hinduism.",satsanga@brown.edu,Antwan Bluster,Category 2,UCS Recognized Undergrad Student Groups,,https://instagram.com/satsanga_brownu,,,,,,,https://studentactivities.brown.edu/organizations/satsanga,https://studentactivities.brown.edu/student-groups/undergraduate-student-groups
Undergraduate student group,"Science Olympiad, Brown University",Brown Science Olympiad is a student organization that hosts two annual invitational tournaments for middle and high school students. The group also mentors local high schoolers to promote engagement in STEM. The organization is open to all Brown students regardless of background or identity.,scioly@brown.edu,Marisa Fortney,Category 2,UCS Recognized Undergrad Student Groups,,https://instagram.com/brownscienceolympiad,,,,,,,https://studentactivities.brown.edu/organizations/science-olympiad-brown-university,https://studentactivities.brown.edu/student-groups/undergraduate-student-groups
Undergraduate student group,"Science Prep, Brown","As a group of Brown University undergraduates pursuing degrees in STEM, we are passionate about teaching science to high school students with a hands-on approach, emphasizing ideas that aren't commonly covered in the classroom. Our mission is to make the science not only more approachable and understandable, but also more fun! Our events are open to all high school students, regardless of background.We emphasize a diversity of modern applications of Biology, Neuroscience, Physics, Computer Science, Chemistry, and Mathematics with interactive and group activities to show students the remarkable possibilities of science in the modern age. For example, we've done lessons such as Science Behind Baking and Forensic Analysis. In doing so, we hope to inspire passions for science in our students and help them, through college mentoring and advising, pursue education in the sciences beyond the high school level.",brownscienceprep@brown.edu,Antwan Bluster,Category 2,UCS Recognized Undergrad Student Groups,,https://instagram.com/brownscienceprep,,,,,,,https://studentactivities.brown.edu/organizations/science-prep-brown,https://studentactivities.brown.edu/student-groups/undergraduate-student-groups
Undergraduate student group,Scientists for a Sustainable World,"Scientists for a Sustainable World is an environmentally focused, student-run club grounded in science. Open to all Brown students, we bring together engineers, scientists, and others passionate about sustainability. Past projects include energy audits, solar panel installations, and a waste weighing system. As a chapter of Engineers for a Sustainable World, we are building a solar-powered laptop charging station and engaging campus in sustainability efforts.",s4sw@brown.edu,Cassie Sutten Coats,Category 2,UCS Recognized Undergrad Student Groups,,https://instagram.com/ssw_brown,,,,,,,https://studentactivities.brown.edu/organizations/scientists-sustainable-world,https://studentactivities.brown.edu/student-groups/undergraduate-student-groups
Undergraduate student group,"Seabird Writing Conference (Brown University Chapter), The","The Seabird Writing Conference (Brown University Chapter) connects its members to other student writers across the country through five- to eight-week-long online workshops in the Fall, Winter, Spring, and Summer seasons. Throughout the year, the BU-SWC fosters the practice of creative writing among its participants through activities including scheduled writing sprints, prompts, and digital meet-and-greets with guest speakers.",bu-swc@brown.edu,Marisa Fortney,Category 1,UCS Recognized Undergrad Student Groups,,https://instagram.com/seabirdwriting,,,,,,,https://studentactivities.brown.edu/organizations/seabird-writing-conference-brown-university-chapter,https://studentactivities.brown.edu/student-groups/undergraduate-student-groups
Undergraduate student group,"Seafood Society, Brown","The Brown Seafood Society hosts seafood-themed lunches and dinners open to all Brown and RISD students. It recognizes the importance of shared meals in fostering community and seeks to build that community upon shared love of seafood. In doing so, the club hopes to unite students coming from all over the world to a fundamental element of the Ocean State's culture.",seafood@brown.edu,Malcom Moniz,Category 2,UCS Recognized Undergrad Student Groups,,,,,,,,,https://studentactivities.brown.edu/organizations/seafood-society-brown,https://studentactivities.brown.edu/student-groups/undergraduate-student-groups
Undergraduate student group,Sexual Health Advocacy through Peer Education,"SHAPE is a program of Planned Parenthood of Southern New England (PPSNE) in partnership with the Swearer Center for Public Service at Brown University that teaches a facilitation-based comprehensive sexual health curriculum at local Providence high schools. SHAPE strives to create an environment in which high school students can engage in accurate, authentic, and honest conversations about sexuality and sexual health. Through SHAPE, Brown volunteers facilitate workshops where students can learn about and discuss topics related to sexual health and sexuality in an open setting.",shape@brown.edu,Antwan Bluster,Category 2,UCS Recognized Undergrad Student Groups,,,,,,,,,https://studentactivities.brown.edu/organizations/sexual-health-advocacy-through-peer-education,https://studentactivities.brown.edu/student-groups/undergraduate-student-groups
Undergraduate student group,Shabbat Afternoon Book Club,The Shabbat Afternoon Book Club meets every Shabbat to read aloud a work of Jewish thought and discuss it together!,shabbatbooks@brown.edu,Antwan Bluster,Category 1,UCS Recognized Undergrad Student Groups,,,,,,,,,https://studentactivities.brown.edu/organizations/shabbat-afternoon-book-club,https://studentactivities.brown.edu/student-groups/undergraduate-student-groups
Undergraduate student group,Shades of Brown,"Shades of Brown is a multi-cultural, multi-ethnic, all-gender acapella group rooted in the African American tradition.",shadesofbrown@brown.edu,Jen Lucero,Category 2,UCS Recognized Undergrad Student Groups,,https://instagram.com/shadesofbrown.acappella,,,,,,,https://studentactivities.brown.edu/organizations/shades-brown,https://studentactivities.brown.edu/student-groups/undergraduate-student-groups
Undergraduate student group,"Sign Languages Society, Brown University","Brown Sign Languages Society increases opportunities for all students to use American Sign Language in settings outside of the classroom, spreads awareness of American Sign Language and Deaf culture in the Brown community and encourages involvement in and facilitates connections with the Deaf/ASL community of Providence and beyond.",bsls@brown.edu,Antwan Bluster,Category 2,UCS Recognized Undergrad Student Groups,,https://instagram.com/brown_sls,,,,,,,https://studentactivities.brown.edu/organizations/sign-languages-society-brown-university,https://studentactivities.brown.edu/student-groups/undergraduate-student-groups
Undergraduate student group,Sikh Student Association,"The Sikh Student Association is meant to foster a community for Sikhs and non-Sikhs to discuss the teaching and values of the Sikh Guru's and how we can act upon their teachings. We have meeting on major Sikh holidays, along with smaller get togethers. Our biggest event is the New England Sikh Student Assembly where students from all over New England get together during Vaisakhi.",sikhsa@brown.edu,Antwan Bluster,Category 2,UCS Recognized Undergrad Student Groups,,https://instagram.com/BrownSikhs,,,,,,,https://studentactivities.brown.edu/organizations/sikh-student-association,https://studentactivities.brown.edu/student-groups/undergraduate-student-groups
Undergraduate student group,"Sleep Society, Brown","The Brown Sleep Society (BSS) is dedicated to spreading awareness about the importance of sleep and fostering better sleep practices in the immediate and local community. Initiatives include events such as sleep improvement and lucid dreaming workshops, hosting guest speakers, advocating for later school start times, and promoting sleep-related research. Join them in prioritizing sleep for a happier and healthier future!",brownsleepsociety@brown.edu,Marisa Fortney,Category 2,UCS Recognized Undergrad Student Groups,,https://instagram.com/brownsleepsociety,,,,,,,https://studentactivities.brown.edu/organizations/sleep-society-brown,https://studentactivities.brown.edu/student-groups/undergraduate-student-groups
Undergraduate student group,Snail Mail @ Brown,"Snail Mail @ Brown is a community celebrating the art of handwritten letters, journaling, scrapbooking, etc. Snail Mail fosters artistic creativity, reflection, and wellness by holding community events and meetings. Snail Mail provides equitable access to bullet journaling, letter-writing, and scrapbooking supplies for all.Weekly meetings are held on Mondays from 7-9 PM. Open to all students at Brown and RISD.",snailmail@brown.edu,Malcom Moniz,Category 2,UCS Recognized Undergrad Student Groups,,https://instagram.com/snailmailbrown,,,,,,,https://studentactivities.brown.edu/organizations/snail-mail-brown,https://studentactivities.brown.edu/student-groups/undergraduate-student-groups
Undergraduate student group,SoBear Activities Club,"SoBear Activities Club provides fun activities for the entire Brown community in a substance-free environment. We host a variety of art workshops, a Halloween party, and a retreat on Spring Weekend that offers students the opportunity to leave campus during a period of elevated substance abuse.",sobear@brown.edu,Malcom Moniz,Category 2,UCS Recognized Undergrad Student Groups,,https://instagram.com/sobear_activities,,,,,,,https://studentactivities.brown.edu/organizations/sobear-activities-club,https://studentactivities.brown.edu/student-groups/undergraduate-student-groups
Undergraduate student group,Socially Responsible Investment Fund,"The Brown Socially Responsible Investment Fund (SRIF) is a student-run investment group managing over $250,000 in assets. We combine environmental, social, and governance (ESG) analysis with traditional financial research to make long-term investments. Open to all Brown students regardless of background or experience, SRIF offers hands-on education in investing, corporate ethics, and sustainable business. No prior finance knowledge is required—just curiosity and a willingness to learn.",srif@brown.edu,Marisa Fortney,Category 2,UCS Recognized Undergrad Student Groups,,,,,,,,,https://studentactivities.brown.edu/organizations/socially-responsible-investment-fund,https://studentactivities.brown.edu/student-groups/undergraduate-student-groups
Graduate student group,Society for Industrial and Applied Mathematics Student Chapter (SIAM),"The purpose of the Brown SIAM Student Chapter, established in October 2015, is to build community and active connections across disciplines and among undergraduates, graduate students, and post-docs who share the common interest for applied math. The Chapter hosts academic, professional, and social events, and all are welcome to join: undergraduates, grad students, post-docs, faculty, staff, and visitors.",siam@brown.edu,,,Graduate Student Council recognized group,http://www.dam.brown.edu/siam/,,,,,,,,http://www.dam.brown.edu/siam/,https://sites.brown.edu/gsc/student-groups/
Undergraduate student group,Society for the Advancement of Chicanos and Native Americans in Science,"The Brown SACNAS Chapter is dedicated to advancing undergraduates, graduate students, and post-doctoral fellows in their respective STEM careers. We aim to achieve this by hosting interactive workshops and seminars. Additionally, we aim to strengthen our community by hosting socials and networking events with on-campus organizations throughout the academic year.",sacnas@brown.edu,Marisa Fortney,Category 2,UCS Recognized Undergrad Student Groups,,https://instagram.com/sacnasatbrown,,,,,,,https://studentactivities.brown.edu/organizations/society-advancement-chicanos-and-native-americans-science,https://studentactivities.brown.edu/student-groups/undergraduate-student-groups
Graduate student group,Society for the Advancement of Chicanos/Hispanics and Native Americans in Science (SACNAS),"Society for Advancement of Chicanos/Hispanics and Native Americans in Science (SACNAS) is an inclusive organization dedicated to fostering the success of Latinx and Native Americans, from college students to professionals, in attaining advanced degrees, careers, and positions of leadership in STEM. As Brown University's Chapter of SACNAS, we continuously work to foster an inclusive community and resilient network of scientists from underrepresented identities in STEM at Brown University and beyond. Our mission, as a chapter, is to promote and achieve true diversity in STEM through professional development, civic engagement, and community building. Brown SACNAS Chapter goals:",sacnas@brown.edu,,,Graduate Student Council recognized group,https://sites.brown.edu/sacnas/,,,,,,,,https://sites.brown.edu/sacnas/,https://sites.brown.edu/gsc/student-groups/
Undergraduate student group,"Society of Anthropomorphics, Brown University","BrownURSA is an organization for furries in the Brown community. Broadly speaking, a furry is a person who is interested in anthropomorphic animals — animal characters who take on human characteristics. The furry fandom is a lively and vibrant subculture centered around creating artwork, music, writing, costume, performance, etc. around the idea of anthropomorphic animals and original furry characters. Whether you are a furry or simply enjoy media involving animal people, we welcome you to join!",furries@brown.edu,Malcom Moniz,Category 1,UCS Recognized Undergrad Student Groups,,,,,,,,,https://studentactivities.brown.edu/organizations/society-anthropomorphics-brown-university,https://studentactivities.brown.edu/student-groups/undergraduate-student-groups
Undergraduate student group,"Society of Asian Scientists and Engineers, Brown","The Society of Asian Scientists and Engineers (SASE) is open to all students and fosters unity, understanding, and support for students interested in pan Asian cultures. Members have the opportunity to attend SASE Regional and National conferences where they can network, meet other SASE chapters, and participate in professional development workshops. Moreover, this club supports undergraduates by offering career opportunity assistance and culturally relevant events.",sase@brown.edu,Marisa Fortney,Category 2,UCS Recognized Undergrad Student Groups,,https://instagram.com/sase_brown,,,,,,,https://studentactivities.brown.edu/organizations/society-asian-scientists-and-engineers-brown,https://studentactivities.brown.edu/student-groups/undergraduate-student-groups
Undergraduate student group,Society of Hispanic Professional Engineers Brown University Student Chapter,"Re-established in 2016 by a small group of students, SHPE-Brown has been committed to fostering a sense of familia and community for any STEM, not just engineering, students at Brown university and beyond. Since then we have grown and continue to expand today. We help our students thrive academically, professional, and personally by hosting community events, professional development workshops, gathering opportunities for our members, and more. Eligibility to SHPE-Brown is open to all undergraduate and graduate members of the Brown University community and does not discriminate on the basis of race, color, religion, age, national or ethnic origin, disability, status as a veteran, sexual orientation, gender identity, gender expression, or sex.",shpe@brown.edu,,Category 2,UCS Recognized Undergrad Student Groups,,https://instagram.com/shpebrown,,,,,,,https://studentactivities.brown.edu/organizations/society-hispanic-professional-engineers-brown-university-student-chapter,https://studentactivities.brown.edu/student-groups/undergraduate-student-groups
Undergraduate student group,Society of Women Engineers,"The Society of Women Engineers (SWE) is open to and supports all student engineers including women-identifying student engineers by organizing community-building activities, developing internship and professional development opportunities, forming mentoring relationships between students and other affinity groups, and more. Beyond Brown, SWE organizes and hosts outreach events to introduce K-12 students to different fields of engineering and partners with external companies for recruitment and information sessions. Our chapter is open to all engineering students, including undergraduate and graduate women in STEM, and connects with local educational and community organizations.",swe@brown.edu,Marisa Fortney,Category 2,UCS Recognized Undergrad Student Groups,,https://instagram.com/brownuswe,https://www.facebook.com/BrownSWE/,,,,,,https://studentactivities.brown.edu/organizations/society-women-engineers,https://studentactivities.brown.edu/student-groups/undergraduate-student-groups
Undergraduate student group,"Sol, The","The Sol is a student newspaper with semi-annual online and print publications covering current events, opinions, and trends impacting the Latine community within and beyond Providence. Open to all Brown students.",thesol@brown.edu,Mia McKinney,Category 1,UCS Recognized Undergrad Student Groups,,https://instagram.com/thesolofbrown,,,,,,,https://studentactivities.brown.edu/organizations/sol,https://studentactivities.brown.edu/student-groups/undergraduate-student-groups
Undergraduate student group,Sole Magazine,"Sole Magazine was created to provide the Brown community with entertaining and informative feature writing about true events, people, and experiences but without the stylistic restrictions of hard journalism. We aim to tell interesting stories in interesting ways, using techniques of characterization, description, and theme, while experimenting with structure and tone to produce creatively crafted narratives.",solemagazine@brown.edu,Mia McKinney,Category 2,UCS Recognized Undergrad Student Groups,,https://instagram.com/solemagazinebrown,,,,,,,https://studentactivities.brown.edu/organizations/sole-magazine,https://studentactivities.brown.edu/student-groups/undergraduate-student-groups
Undergraduate student group,Something on the Green,"Something on the Green exists to bring any theater, anywhere Brown at large! We provide the opportunity for the university community to get involved in all aspects of production: from acting, directing, and designing to enjoying as an audience member. Our production schedule consists of one full-length show in the fall and one full production in the spring, with several smaller productions throughout the year.",sotg@brown.edu,Jen Lucero,Category 2,UCS Recognized Undergrad Student Groups,,https://instagram.com/sotgbrown,,,,,,,https://studentactivities.brown.edu/organizations/something-green,https://studentactivities.brown.edu/student-groups/undergraduate-student-groups
Undergraduate student group,SOMOS Latinx Literary Magazine,"SOMOS Latinx Literary Magazine is dedicated to fostering an inclusive and supportive space of expression for all Brown and RISD students, faculty, staff, alumni, and the greater Providence community, with a focus on issues impacting Latinx voices. We welcome and encourage participation from individuals of all backgrounds who are interested in exploring, creating, and engaging with Latinx cultures, histories, and identities. Our publication seeks to uplift our community’s diverse expressions of heritage and individuality through a celebration of art and creativity, promoting a dialogue that centers Latinx perspectives while remaining open to all.",somos@brown.edu,,Category 2,UCS Recognized Undergrad Student Groups,,https://instagram.com/somosmagazine,,,,,,,https://studentactivities.brown.edu/organizations/somos-latinx-literary-magazine,https://studentactivities.brown.edu/student-groups/undergraduate-student-groups
Undergraduate student group,Sounds @Brown,Sounds@Brown organizes and throws concerts for student performers at Brown at different locations on campus.,sounds@brown.edu,Jen Lucero,Category 2,UCS Recognized Undergrad Student Groups,,https://instagram.com/soundsatbrown,,,,,,,https://studentactivities.brown.edu/organizations/sounds-brown,https://studentactivities.brown.edu/student-groups/undergraduate-student-groups
Undergraduate student group,South Asian Students Association,"Brown SASA strives to be an inclusive, welcoming, and safe space for members of the Brown community who are of South Asian heritage, identify as South Asian, or have an interest in South Asian culture and history. SASA’s goal is to build a community where members of all South Asian ethnicities, religions, regions, and languages are equitably represented and supported.",sasa@brown.edu,Antwan Bluster,Category 2,UCS Recognized Undergrad Student Groups,,https://instagram.com/brown_sasa,,,,,,,https://studentactivities.brown.edu/organizations/south-asian-students-association,https://studentactivities.brown.edu/student-groups/undergraduate-student-groups
Graduate student group,South Asian Students in STEM (SASS),"South Asian Scholars in STEM (SASS) is the first of its kind professional development organization working to provide networking support to anyone identifying as South Asian and in the STEM field. This group is open to graduate students, medical students, post-docs, and visiting scholars at Brown. SASS has been designed to create a formal mentoring community for current students and scholars with alumni and professors. The group is also working to organize conferences and workshops to enhance knowledge exchange and foster a collaborative environment.",sass@brown.edu,,,Graduate Student Council recognized group,,,,,,,,,https://sites.brown.edu/gsc/student-groups/,https://sites.brown.edu/gsc/student-groups/
Undergraduate student group,"South Slavic Society, Brown","The South Slavic Society at Brown promotes the culture, languages, and traditions of South Slavic countries through events, discussions, and social gatherings. Open to all Brown students, the group fosters an inclusive space for exploring and appreciating South Slavic heritage.",bsss@brown.edu,Antwan Bluster,,UCS Recognized Undergrad Student Groups,,https://instagram.com/brownsslavs,,,,,,,https://studentactivities.brown.edu/organizations/south-slavic-society-brown,https://studentactivities.brown.edu/student-groups/undergraduate-student-groups
Undergraduate student group,Southeast Asian Studies Initiative,"The Southeast Asian Studies Initiative (SEASI) is an academic advocacy group that calls for the development of Southeast Asian Studies at Brown University through increased support for Southeast Asian Studies faculty, courses, and programming. SEASI hosts speaker events, organizes research symposiums, and collaborates with faculty and student groups to foster an intellectual community centered around increasing academic representation for Southeast Asia and its diasporas at Brown.",seasi@brown.edu,Marisa Fortney,Category 2,UCS Recognized Undergrad Student Groups,,https://instagram.com/brown.seasi,https://www.facebook.com/BrownSEASI/,,,,,,https://studentactivities.brown.edu/organizations/southeast-asian-studies-initiative,https://studentactivities.brown.edu/student-groups/undergraduate-student-groups
Undergraduate student group,Southern Students Association,"Southern Student Association exists to serve and support Brown University's southern student population and students interested in southern culture through events and organization. They promote unity, the education of southern history, and celebrating diversity of the American south amongst the Brown community.",southernstudents@brown.edu,Antwan Bluster,Category 2,UCS Recognized Undergrad Student Groups,,https://instagram.com/brown_ssa,,,,,,,https://studentactivities.brown.edu/organizations/southern-students-association,https://studentactivities.brown.edu/student-groups/undergraduate-student-groups
Undergraduate student group,"Space Engineering, Brown","Brown Space Engineering (BSE) promotes space accessibility by designing and manufacturing open-source, low-cost spacecraft. BSE Membership is open to all students, regardless of technical experience and focusses on increasing access to space science and engineering for students without prior exposure, including those from underrepresented STEM groups. It provides undergraduates hands-on project experience that democratises space access. BSE performs outreach by educating and publishing its design processes and documentation, fostering student and community engagement with space. We hope to provide all our members with a caring, passionate, mission-driven and goal-oriented peer group.",bse@brown.edu,Marisa Fortney,Category 2,UCS Recognized Undergrad Student Groups,,https://instagram.com/brownu_space,,,,,,,https://studentactivities.brown.edu/organizations/space-engineering-brown,https://studentactivities.brown.edu/student-groups/undergraduate-student-groups
Undergraduate student group,"Speedcubing Club, Brown University","The Speedcubing Club at Brown brings together students passionate about solving Rubik’s cubes and other twisty puzzles. The group fosters a fun, inclusive environment for cubers to practice, compete, and learn new techniques. The club holds weekly meetings open to all skill levels.",cubing@brown.edu,Malcom Moniz,Category 1,UCS Recognized Undergrad Student Groups,,https://instagram.com/browncubingclub,,,,,,,https://studentactivities.brown.edu/organizations/speedcubing-club-brown-university,https://studentactivities.brown.edu/student-groups/undergraduate-student-groups
Undergraduate student group,"Sports Data, Brown","The Brown Sports Data Club (BSD) is an open, inclusive student organization that uses data science and technology to enhance athletics and recreation at Brown University. BSD brings together students of all backgrounds and experience levels to build sports analytics tools, performance dashboards, and campus fitness projects that promote participation, well-being, and data literacy across the Brown community.",sportsdata@brown.edu,Marisa Fortney,Category 1,UCS Recognized Undergrad Student Groups,,,,,,,,,https://studentactivities.brown.edu/organizations/sports-data-brown,https://studentactivities.brown.edu/student-groups/undergraduate-student-groups
Undergraduate student group,"Sports Group, Brown","Brown Sports Group is a community of students, leading industry executives, university alumni, and sporting organizations. The club aims to facilitate a range of initiatives, including guest speaker events, networking opportunities, visits to local organizations, and hands-on projects.",brownsportsnetwork@brown.edu,Marisa Fortney,Category 2,UCS Recognized Undergrad Student Groups,,,,,,,,,https://studentactivities.brown.edu/organizations/sports-group-brown,https://studentactivities.brown.edu/student-groups/undergraduate-student-groups
